complex_text,simple_text
"West Bengal ( Bengali : à à à à à à à à à à -- Poshchim BÃ nggo , ) is a state in the eastern region of India and is the nation 's fourth most populous .","West Bengal ( Bengali : à à à à à à à à à à à -- à , à à 3\/4 à à ) is a state in eastern Republic of India , and its capital is Kolkata ."
"He considered returning to medicine , perhaps moving with his wife , Maeve ( also a doctor ) to Africa .","He thought about returning to medicine , perhaps moving with his wife , Maeve ( also a doctor ) to Africa ."
In 1877 large mounds of earth were placed between the pits to make sure the guns could not fire upon each other and to help protect the gun crew from enemy fire .,In 1877 large mounds of earth were placed between the pits to make sure the guns neither could fire upon each other and to help protect the gun crew from enemy fire .
"Leonard Bernstein , who had made his historic , unrehearsed and spectacularly successful debut with the Philharmonic in 1943 , was Music Director for 11 seasons , a time of significant change and growth .",Leonard Bernstein was Music Director for 11 seasons .
"`` Only Girl ( In the World ) '' is a song performed by Barbadian recording artist Rihanna , taken from her fifth studio album , Loud ( 2010 ) .","`` Only Girl ( In the World ) '' is a song performed by Barbadian recording artist Rihanna . It is taken from her fifth studio album , Loud ."
"She is also a Fellow of the Chartered Society of Designers , and winner of the Minerva Medal , the Society 's highest award .","She is a Fellow of the Chartered Society of Designers , and winner of the Minerva Medal , the Society 's highest award ."
Visitors can experience Kakadu National Park via the Natureâ s Way tourism drive which is a loop from Darwin to Jabiru then onto Katherine and back to Darwin covering approximately 900km .,Visitors can experience Kakadu National Park via the Natureâ s Way tourism drive which is a loop from Darwin to Jabiru then onto Katherine and back to Darwin covering about 900km .
"Nick on CBS was a Saturday morning children 's programming block on CBS that began on September 16 , 2000 , replacing CBS Kidshow .","Nick on CBS was a Saturday morning children 's programming block for CBS that began on September 16 , 2000 , replacing CBS Kidshow ."
"Sue Gardner ( born 1967 ) is the current Executive Director of the Wikimedia Foundation in San Francisco , and previous director of the Canadian Broadcasting Corporation 's website and online news outlets .",Sue Gardner ( born 1967 ) is the Executive Director of the Wikimedia Foundation .
ChÃ cents teaubourg is a commune in the ArdÃ che department in the RhÃ ne-Alpes region in southern France .,"ChÃ cents teaubourg is a town and commune of the ArdÃ che dÃ partement , in the southern part of France ."
"Gollum reappears , struggles with Frodo for the Ring , and bites off Frodo 's finger , Ring and all , but in so doing falls into the fire , taking the Ring with him .",Gollum bites off Frodo 's finger with the Ring .
"The Lachlan River flows west and then south , terminating in the Great Cumbung swamp near Oxley ( between Hay and Balranald ) .","The Lachlan River flows west and then south , finishes in the Great Cumbung swamp . This swamp is near Oxley between Hay and Balranald ."
"The Romans identified Vulcan with the Greek smith-god Hephaestus , and he became associated like his Greek counterpart with the constructive use of fire in metalworking .","( 1 ) ( 6 ) The Romans identified Vulcan with the Greek smith-god Hephaestus , and he became associated like his Greek counterpart with the constructive use of fire in metalworking ."
"Morgan Porterfield Freeman , Jr. ( born June 1 , 1937 ) is an American actor , film director , and narrator .","Morgan Porterfield Freeman , Jr. ( born June 1 , 1937 ) is an award winning American Actor and Movie director ."
"Allosyncarpia ternata , a large shady tree found only in the Kakadu and Arnhem Land , is the dominant plant species .","Allosyncarpia ternata , a large shady tree found only in the Kakadu and Arnhem Land , is the main plant species ."
Vaudricourt is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,"Vaudricourt , Pas-de-Calais is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France ."
"`` Ur So Gay '' is the debut promotional single released by pop singer Katy Perry , produced by Greg Wells and engineered by Drew Pearson .",`` Ur So Gay '' is a single released by Katy Perry of the debut EP called Ur So Gay - EP .
; Write-after-write ( WAW ) : Successive writes to a particular register or memory location must leave that location containing the result of the second write .,Successive writes to a particular register or memory location must leave that location containing the result of the second write .
"Before the mid-20th century , a single large motor was often used to drive multiple driving wheels through connecting rods that were very similar to those used on steam locomotives .","Before the mid-20th century , a single large motor was often used to drive multiple wheels through connecting rods . This was the same way that steam locomotives would turn their drive wheels ."
"In professional wrestling , a battle royal ( sometimes battle royale ; plural battles royal or battle royals ) is a multi-competitor match type in which wrestlers are eliminated until one is left and declared winner .","In professional wrestling , a battle royal ( sometimes spelled battle royale ; plural battles royal or battle royals ) is a match type in which many wrestlers fight against each other at the same time and wrestlers are eliminated until only one is left . That person is then the winner ."
"At the beginning of New Year 's Eve 2005 , Viacom was split into two different companies , with CBS Corporation becoming its own standalone company and Nickelodeon going to the new Viacom .","At the beginning of New Year 's Eve 2005 , Viacom split into two different companies , with CBS Corporation becoming its own standalone company and Nickelodeon going to new Viacom ."
"In late July 2006 , the sequel was officially confirmed as The Dark Knight with Nolan at the helm and Heath Ledger joining the cast as The Joker , Batman 's arch-enemy .","In late July 2006 , the sequel was officially confirmed as The Dark Knight with Nolan at the helm and Heath Ledger joining the cast as The Joker , Batman 's arch-nemesis ."
"Louise Marie ThÃ rÃ se Bathilde d'Orl Ã ans , was the daughter of the Louis Philippe d'Orl Ã ans , Duke of Chartres and his wife , Louise Henriette de Bourbon .","Descended from both Louis XIV of France and his younger brother , Philippe of France , Duke of OrlÃ ans , Bathilde was born a princesse du sang and baptised with the names Louise Marie ThÃ rÃ se Bathilde . She was the youngest child of Louis Philippe d'Orl Ã ans and Louise Henriette de Bourbon ."
